,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreName,BinProb
32924,73.57265106488562,46.48382109422354,54.254273926413475,25.56302844644004,39.23552651829998,Romance,4
192533,3.914091801044628,9.962727584706288,69.06093343242915,49.536171345319616,47.896703931211206,Drama,6
197668,78.06810505209249,70.76185970669626,68.25302663799746,67.06250045217234,64.95272794563914,Romance,6
269633,5.951303803880159,29.22619023750954,36.25834974785205,49.325075817715316,81.56844175759184,Sci-Fi,4
214230,71.43417470870243,7.682743008561788,37.98723344383791,35.233769166624384,42.396023086075566,Comedy,7
181767,69.40420761937891,86.54406965475549,33.001499594999,44.35515221228391,50.88798298508753,Comedy,6
247157,35.91499145566254,44.982855567043856,89.79426541145877,59.27175905604274,0.5240816767893341,Crime,7
255627,99.68630523252278,76.30401675611803,26.48890091727233,95.7992621762695,28.329293124199996,Adventure,6
124593,69.98874354210797,8.306713566950108,31.5794191183273,37.40398355869172,98.84094046502081,War,4
27280,94.76845025803473,21.424117234900784,97.15331029160212,16.576015195634874,56.76582086081231,Thriller,6
114855,47.90988802378037,92.38261156866743,27.261245105791122,92.85307454571002,10.035264616864925,Drama,6
126691,23.523086208140455,39.04932859469395,47.80306142367222,43.525080087305604,68.57398017072069,Drama,5
24105,57.672885050033884,48.973517208266294,47.0853865035877,64.96123361585774,97.72094458489566,Drama,5
42461,6.826234268764264,15.717113456910015,70.8188672485426,84.18604159622971,36.83381483569437,Comedy,7
155529,73.7705683559128,66.91125790118289,6.51330819993452,71.11349720687673,5.299539301796874,Drama,5
165688,54.18595056801517,69.7909856257233,53.764447900432664,44.2818557292735,42.70162599113527,Romance,5
98718,21.508729933305492,70.64912385316428,97.95261043031583,78.48154924083968,20.635290071058265,Drama,7
152794,68.23616888463886,69.68311523381156,82.95545057489927,27.580270477464996,99.73855647865263,Music,8
270232,5.951303803880159,29.22619023750954,36.25834974785205,49.325075817715316,81.56844175759184,Crime,6
114688,47.90988802378037,92.38261156866743,27.261245105791122,92.85307454571002,10.035264616864925,Drama,6
113606,36.36847685168784,43.80464811844442,79.50444808670913,42.46949569685544,10.221036860883292,Adventure,6
192422,3.914091801044628,9.962727584706288,69.06093343242915,49.536171345319616,47.896703931211206,Crime,6
43726,80.90607701979158,19.168154847145136,48.169357464518704,84.03668869587074,96.1797583495082,Crime,4
83706,79.61162851588894,84.05414544699464,37.49108675882137,99.15558383738119,96.11129115371793,Drama,5
69925,75.30971731001063,88.68349652069135,52.21031234007931,55.96986319488614,74.12380633277293,Biography,6
89369,86.82987436942776,89.43816788040563,21.460753758815322,71.68109929610152,54.1328878840787,Thriller,6
156403,28.21867740265184,17.656931130175636,80.64294602652839,78.18626423580785,55.49929991875609,Sport,6
104003,38.69276541338292,54.01369882663955,37.828378182765356,69.95423921641407,81.99609185214052,History,6
78434,77.14568241574267,77.6067350710883,65.88204762882467,50.57890033823009,55.24096796990028,Action,5
225494,61.13985106657199,83.5297545975847,47.01005206114345,89.19579395127417,68.82854196590228,Family,7
83909,79.61162851588894,84.05414544699464,37.49108675882137,99.15558383738119,96.11129115371793,Comedy,7
42556,6.826234268764264,15.717113456910015,70.8188672485426,84.18604159622971,36.83381483569437,Musical,6
275302,24.039844861912442,8.416980507325755,96.16918121522815,54.571563852878214,49.13850041570748,Drama,7
221030,96.75984851962856,92.44561794275239,53.05972922978198,66.90359540508574,23.747731738732803,Romance,5
267781,43.601945696432374,99.60237871678764,67.95714640747377,70.8698499867465,76.51995433750153,Comedy,6
17727,84.50452836750955,11.097703875710007,30.492528324963153,74.54124100573894,52.117909163095725,Romance,5
24310,57.672885050033884,48.973517208266294,47.0853865035877,64.96123361585774,97.72094458489566,Crime,5
196666,99.99947461915482,7.481948581769093,34.24595004242696,29.50214651836369,41.22404724848438,Horror,7
32362,53.454191753145,47.02392134318375,55.79616671648061,29.271946790607917,21.915544757366725,Drama,5
216864,47.80879234431673,97.28125329128724,54.21520641321136,24.78656519728576,71.97777704612554,Drama,4
108460,80.55921321081615,69.20078816424433,15.86968539138608,25.462759441871675,60.557982316444324,Horror,6
32302,53.454191753145,47.02392134318375,55.79616671648061,29.271946790607917,21.915544757366725,Comedy,6
25159,23.065900495102298,91.46526369435797,65.61582371087216,65.57074260208799,67.23680262372021,Romance,6
284631,38.944296447692814,53.10291088069241,44.24190317153065,56.49081314221762,57.02250732013206,Action,5
90598,34.99022987665985,43.70462223174874,37.69377083287301,77.84181631837066,89.3063073581715,Comedy,7
167851,11.573852607639346,87.19846519394878,14.799091277382125,96.30819291730876,46.15252169227264,Drama,5
243453,47.36455660463817,50.91517951019065,73.23536406587515,79.11250074275456,55.51962625950115,Action,5
245788,27.845616276190476,24.355327140087123,9.2618642070179,67.55508557405156,8.055919396192056,Comedy,6
147845,70.75621540681995,40.647212234554495,90.00782877954435,17.815837638343822,75.66325037293586,Drama,5
57285,91.61378654211465,80.56596619526375,28.922968428033602,13.90191810490803,58.72360958140992,Comedy,6
181041,1.88134441394342,88.42235575825254,67.94004040423903,44.23346257774167,32.85924008916604,History,8
176615,6.667032464360401,32.808269687867075,14.635551989362527,67.71176026210617,19.46313699041213,Thriller,6
131555,74.00399277244595,37.731264410170404,49.08416983989999,26.453046834042592,79.95207275875731,Adventure,5
161013,66.96252918799496,69.51435981180552,24.195897757105932,64.81002513347634,11.161227319677492,Comedy,6
28048,80.83488412091492,67.51666055890828,90.45248806778555,96.1065750539417,57.74737289023757,Family,7
98322,28.08770204431471,53.92315170655313,52.67725005395951,78.30508370145463,7.9500432776661745,Drama,6
163740,44.676369973777305,55.171310311878344,77.68016740143058,21.1992813658335,79.96545215478228,Comedy,6
277741,93.49633866602308,47.9465087956402,44.70923516430939,44.558659252381204,90.83325613899326,Adventure,5
82804,11.518598626463927,86.17066019515272,52.86215454282367,63.646588723338084,75.43927244633522,Drama,5
244847,75.80171082403542,56.517495324950715,75.64112967387715,81.87804020412368,84.34933824392665,Adventure,5
193150,36.9850148766794,2.7124638610065643,42.740782256493645,73.91184919289151,66.29088103541069,Drama,6
30051,70.1542585636281,10.85870160865846,15.814122126205065,8.540243106347134,58.887187667524955,Action,5
47494,72.1143150730656,10.022456506739651,1.1347866680902374,67.05894973605547,87.96532064559243,Action,4
148602,26.386896466015454,37.26287304785457,52.470744261942315,86.55266129942115,24.100439287148223,Horror,6
139517,59.363029113447084,55.770961604301704,62.33052397497455,13.916014171424319,58.55253327276346,Drama,4
202595,3.4240667938735814,11.371173116357136,61.518568071428156,28.65261755895935,35.75369171444536,Comedy,6
253339,8.334914597169863,60.977932062434014,39.85613139707112,47.49109270348018,29.21542793994596,Comedy,5
80995,38.740400644503524,79.84251520797795,76.31953208457568,51.139184344939004,22.191389946518157,Thriller,6
15104,9.920079781935787,95.02840899223453,61.12967307174066,49.22017251300018,9.889409023596919,Drama,5
272617,96.04061064953791,69.91921157659942,75.26660733362644,74.88219709585705,42.58680261372649,Mystery,7
6777,32.69315645243221,1.287031186249199,36.65734717449284,3.532574309387615,54.60706285159499,Drama,5
245254,27.845616276190476,24.355327140087123,9.2618642070179,67.55508557405156,8.055919396192056,Drama,6
131775,34.19729539113175,45.4738400128335,98.22250021364015,8.524582228174648,62.348174039341295,Crime,7
47703,72.1143150730656,10.022456506739651,1.1347866680902374,67.05894973605547,87.96532064559243,Comedy,8
166216,54.18595056801517,69.7909856257233,53.764447900432664,44.2818557292735,42.70162599113527,Drama,5
205665,12.869076236900423,91.7588609195023,36.815975550581136,48.238966347654134,27.19699825241979,Horror,6
44259,54.82696814037418,50.766114710885205,96.74846030010161,52.33978744408262,82.70690590907324,War,5
1008,64.22550742724763,66.861418514946,42.64403707517338,97.49359901825544,79.39097045415866,Comedy,7
30844,33.17495171128376,4.416017929188176,39.347533515299126,36.13289702369823,77.94523719552798,Drama,5
262917,44.05241268053691,11.70114059938243,96.38982373755567,50.28705259965892,47.6725501413918,Drama,7
11481,37.08998135133758,69.18185359339917,9.130797833184145,97.73224823336074,94.75341935963012,Drama,5
20820,9.111552201873963,80.71922871822949,79.19687884182916,62.16882094507692,92.53678005188007,Horror,4
203452,7.490198876178944,97.0759080279604,81.22281975842026,93.27009811976511,77.85393812363358,Drama,5
45851,84.10384148662807,79.15846790533566,71.14767703397413,9.628902274065476,58.47380512258682,Crime,6
47447,72.1143150730656,10.022456506739651,1.1347866680902374,67.05894973605547,87.96532064559243,Drama,5
253735,8.334914597169863,60.977932062434014,39.85613139707112,47.49109270348018,29.21542793994596,Drama,5
165368,29.73266427564145,44.81223046731051,5.385247341530697,98.22850346794004,63.677450766380225,Documentary,7
282875,95.28034041539163,76.42146361496745,59.01313941174511,81.76879081457533,9.985128574428014,Adventure,7
256289,21.452012489354853,54.57566052646071,74.88629748593024,45.69810300822955,12.762731470060196,Drama,6
136689,82.7888700575195,96.82650903811185,66.40139339211768,52.13349122966265,69.88560921854801,Documentary,7
226367,89.90979966159342,85.23299856816799,67.4823479722404,66.36070480039838,75.84747453313538,Drama,5
205602,12.869076236900423,91.7588609195023,36.815975550581136,48.238966347654134,27.19699825241979,Drama,5
254329,3.4725805158867473,69.19094596304093,59.312651516590954,70.3609416422646,68.98690890281902,Action,5
225764,61.13985106657199,83.5297545975847,47.01005206114345,89.19579395127417,68.82854196590228,Comedy,7
199851,65.91867814713615,79.42332571309267,89.22544415240887,41.76306727621125,38.58205470193962,Comedy,6
6419,64.10225307371668,72.50001212653471,60.45049659145819,87.02849824381494,12.607839731384852,Drama,6
250637,17.31202285877288,41.11635749549826,96.26970300858324,12.205171826249195,44.51817097793567,Horror,6
591,26.673716733018615,30.305266956885745,74.53716933945783,8.297241644704966,62.88277104730013,Western,7
94702,81.81999776428144,98.17175904616958,49.69484059770687,16.951326767602616,90.58292741705736,Comedy,6
240433,74.42303373369542,95.06499340065619,64.4267106024851,60.49310703285704,73.41548968561892,Action,4
208937,96.99285870889386,94.60502680946537,38.37519239226007,66.7902312797328,60.74233040520352,Drama,5
202683,0.8194057043087177,22.66620226760687,33.61072286053799,56.76845352453982,95.65377931886786,Drama,5
23126,39.45423600826117,7.357520171630682,68.27462673747358,52.1728647233955,14.826753545329584,Mystery,5
5188,39.91306653900516,83.67448878999728,84.01372400617439,13.563473293252603,28.974836200830822,Action,6
248735,63.15937271131248,73.15400318680756,64.64922277208169,8.682439203681625,56.55956212754677,Thriller,5
218544,15.585116624639472,89.63866882948543,83.99842815771748,64.63574330586032,89.37584420569381,Drama,5
236219,50.375397309220105,86.98013758048789,66.84207474846197,4.01758420713988,94.74010907316878,Crime,6
164063,44.676369973777305,55.171310311878344,77.68016740143058,21.1992813658335,79.96545215478228,Thriller,5
61733,68.61449567170061,73.14730300602395,19.49566522341284,52.15935134800266,67.37730819947836,Thriller,5
55512,79.8912227240607,99.60348528908872,91.06757569174569,11.677803198082115,53.73854166221827,Documentary,5
111293,74.92957419425701,87.7059464490051,3.2514677935721936,14.014108803279479,70.87437113211821,Adventure,3
269839,5.951303803880159,29.22619023750954,36.25834974785205,49.325075817715316,81.56844175759184,Drama,5
122719,95.21491048274686,97.8934872176003,69.20663932469814,55.66228386397434,30.689569291639295,Comedy,6
105462,12.37157140960542,56.61740614034457,13.346334734447407,83.1675571003929,68.37548384629737,Comedy,7
21266,87.15604341721115,26.523171757362384,95.47847900353969,37.412289752331354,58.884957400119745,Crime,5
122157,54.16582936522796,6.827155122152517,52.2613381044878,23.43999440895527,36.262119948290774,Drama,6
112701,21.298387004254373,94.34854307367843,83.54606120934864,1.4858238576852867,14.964144218016129,Mystery,6
46743,56.39380514068986,41.61215039650672,78.3389157054453,36.27024755365551,93.09923971566772,Drama,5
143550,3.2739737652382916,3.2193294977647557,26.523492456458918,43.05093293351139,26.862321490630002,Drama,6
26671,31.959844151378867,4.668477204486621,62.73251877181647,93.12126331799337,43.899391997571804,Horror,5
210230,2.02691431510591,27.151636166786318,79.98390300627536,82.4588902708688,37.921478899625605,Drama,7
231691,75.25041383270607,19.244436042316202,26.23760678164291,37.825134948206454,85.80793600112764,Drama,5
107439,64.28986079696878,59.794403958429285,93.88910796020714,83.2645941143602,9.107568843726444,Comedy,7
146026,22.957911773740314,80.20638548246069,78.60148045658562,5.829951877923689,1.5744675394504526,Drama,5
12876,72.06642887662852,75.29925282712372,81.01744851457721,26.742478722616326,53.8138236406512,Comedy,6
252143,67.89730694507612,28.176294596624373,43.73925352074114,72.17644810520379,14.05012579184347,Drama,6
64255,1.5189612269705943,69.14681135158968,47.00030302322129,84.95878997339086,86.4469066497247,Drama,5
3861,65.61690836202324,65.63837552308341,94.70322818686066,26.55456143329672,48.47107976562528,War,6
205839,12.869076236900423,91.7588609195023,36.815975550581136,48.238966347654134,27.19699825241979,Crime,8
38258,18.221452558727314,81.35046049674895,39.44761502074314,64.65460870656014,38.71746837871187,Music,6
231537,75.25041383270607,19.244436042316202,26.23760678164291,37.825134948206454,85.80793600112764,Comedy,7
190490,57.82068149985379,75.74201731937598,63.7614994236131,53.72363506963149,42.787584861625895,Romance,5
221839,55.57881668505434,27.139246665805107,88.41010859919042,6.089550488812456,13.14487774706815,Romance,4
250614,17.31202285877288,41.11635749549826,96.26970300858324,12.205171826249195,44.51817097793567,Action,6
133887,51.25506516771958,11.066684294726558,45.62396864468435,7.049211401749178,22.55389385989358,Crime,7
71945,14.003919890131112,1.4705219703625483,24.253244863907398,49.032867954396984,69.06306504567752,Horror,6
167088,39.7799125351912,14.365377042810223,99.46832891349638,46.12694793199105,57.44508266255538,Family,5
204855,41.10965142788239,81.46893525665512,58.477149351588096,60.49962615924059,5.318539074541462,Action,6
186157,58.683325609866344,61.98465401550054,62.768125345977936,47.53821388255397,54.05656932586279,Comedy,6
120654,88.47098752776306,93.53703698837485,99.52404123712209,58.14663346679999,80.36898498434537,Crime,5
229376,25.270050088697772,44.93325809044204,97.88000671630745,16.621084879177072,56.697122380913086,Documentary,4
272638,96.04061064953791,69.91921157659942,75.26660733362644,74.88219709585705,42.58680261372649,Comedy,7
